"symbol","uniprot","ensembl","entrez","name","signature"
"CEMIP","Q8WUJ3","ENSG00000103888",57214,"Cell migration-inducing and hyaluronan-binding protein","SYVN1"
"CD164","Q04900","ENSG00000135535",8763,"Sialomucin core protein 24","SYVN1"
"LRCH2","Q5VUJ6","ENSG00000130224",57631,"Leucine-rich repeat and calponin homology domain-containing protein 2","SYVN1"
"EFCAB14","O75071","ENSG00000159658",9813,"EF-hand calcium-binding domain-containing protein 14","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"GNG12","Q9UBI6","ENSG00000172380",55970,"Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12","SYVN1"
"SHCBP1L","Q9BZQ2","ENSG00000157060",81626,"Testicular spindle-associated protein SHCBP1L","SYVN1"
"DNAJA3","Q96EY1","ENSG00000276726",9093,"DnaJ homolog subfamily A member 3, mitochondrial","SYVN1"
"CCT5","P48643","ENSG00000150753",22948,"T-complex protein 1 subunit epsilon","SYVN1"
"ACMSD","Q8TDX5","ENSG00000153086",130013,"2-amino-3-carboxymuconate-6-semialdehyde decarboxylase","SYVN1"
"DERL1","Q9BUN8","ENSG00000136986",79139,"Derlin-1","SYVN1"
"OCSTAMP","Q9BR26","ENSG00000149635",128506,"Osteoclast stimulatory transmembrane protein","SYVN1"
"FHL5","Q5TD97","ENSG00000112214",9457,"Four and a half LIM domains protein 5","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"RAB40B","Q12829","ENSG00000141542",10966,"Ras-related protein Rab-40B","SYVN1"
"ATP2B4","P23634","ENSG00000058668",493,"Plasma membrane calcium-transporting ATPase 4","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"NPM3","O75607","ENSG00000107833",10360,"Nucleoplasmin-3","SYVN1"
"ZNF467","Q7Z7K2","ENSG00000181444",168544,"Zinc finger protein 467","SYVN1"
"UBA2","Q9UBT2","ENSG00000126261",10054,"SUMO-activating enzyme subunit 2","SYVN1"
"MGARP","Q8TDB4","ENSG00000137463",84709,"Protein MGARP","SYVN1"
"SERPINI2","O75830","ENSG00000114204",5276,"Serpin I2","SYVN1"
"RBMXL3","Q8N7X1","ENSG00000175718",139804,"RNA-binding motif protein, X-linked-like-3","SYVN1"
"DEPP1","Q9NTK1","ENSG00000165507",11067,"Protein DEPP1","SYVN1"
"CPSF4","O95639","ENSG00000160917",10898,"Cleavage and polyadenylation specificity factor subunit 4","SYVN1"
"TRUB1","Q8WWH5","ENSG00000165832",142940,"Probable tRNA pseudouridine synthase 1","SYVN1"
"BCAT1","P54687","ENSG00000060982",586,"Branched-chain-amino-acid aminotransferase, cytosolic","SYVN1"
"CDK2AP1","O14519","ENSG00000111328",8099,"Cyclin-dependent kinase 2-associated protein 1","SYVN1"
"POLR1F","Q3B726","ENSG00000105849",221830,"DNA-directed RNA polymerase I subunit RPA43","SYVN1"
"TP53INP1","Q96A56","ENSG00000164938",94241,"Tumor protein p53-inducible nuclear protein 1","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"SORL1","Q92673","ENSG00000137642",6653,"Sortilin-related receptor","SYVN1"
"NIPSNAP2","O75323","ENSG00000146729",2631,"Protein NipSnap homolog 2","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"FBP2","O00757","ENSG00000130957",8789,"Fructose-1,6-bisphosphatase isozyme 2","SYVN1"
"AMOT","Q4VCS5","ENSG00000126016",154796,"Angiomotin","SYVN1"
"MAD2L1","Q13257","ENSG00000164109",4085,"Mitotic spindle assembly checkpoint protein MAD2A","SYVN1"
"ELOVL7","A1L3X0","ENSG00000164181",79993,"Elongation of very long chain fatty acids protein 7","SYVN1"
"RRS1","Q15050","ENSG00000179041",23212,"Ribosome biogenesis regulatory protein homolog","SYVN1"
"OR2T34","Q8NGX1","ENSG00000183310",127068,"Olfactory receptor 2T34","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"MME","P08473","ENSG00000196549",4311,"Neprilysin","SYVN1"
"CDCA7","Q9BWT1","ENSG00000144354",83879,"Cell division cycle-associated protein 7","SYVN1"
"TXNDC15","Q96J42","ENSG00000113621",79770,"Thioredoxin domain-containing protein 15","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"SLC39A6","Q13433","ENSG00000141424",25800,"Zinc transporter ZIP6","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"CHURC1","Q8WUH1","ENSG00000258289",91612,"Protein Churchill","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"OR2K2","Q8NGT1","ENSG00000171133",26248,"Olfactory receptor 2K2","SYVN1"
"TMEM126B","Q8IUX1","ENSG00000171204",55863,"Complex I assembly factor TMEM126B, mitochondrial","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"CXXC5","Q7LFL8","ENSG00000171604",51523,"CXXC-type zinc finger protein 5","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"FCRLA","Q7L513","ENSG00000132185",84824,"Fc receptor-like A","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"OR10A5","Q9H207","ENSG00000166363",144124,"Olfactory receptor 10A5","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"MGAT1","P26572","ENSG00000131446",4245,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"OR10Q1","Q8NGQ4","ENSG00000180475",219960,"Olfactory receptor 10Q1","SYVN1"
"PLCB2","Q00722","ENSG00000137841",5330,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"HLA-DQA2","P01906","ENSG00000233192",3117,"HLA class II histocompatibility antigen, DQ alpha 2 chain","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"AVPR1B","P47901","ENSG00000198049",553,"Vasopressin V1b receptor","SYVN1"
"PNMA2","Q9UL42","ENSG00000240694",10687,"Paraneoplastic antigen Ma2","SYVN1"
"LSM6","P62312","ENSG00000164167",11157,"U6 snRNA-associated Sm-like protein LSm6","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"ADAM30","Q9UKF2","ENSG00000134249",11085,"Disintegrin and metalloproteinase domain-containing protein 30","SYVN1"
"CBLN2","Q8IUK8","ENSG00000141668",147381,"Cerebellin-2","SYVN1"
"ZBTB41","Q5SVQ8","ENSG00000177888",360023,"Zinc finger and BTB domain-containing protein 41","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"DHRS7C","A6NNS2","ENSG00000184544",201140,"Dehydrogenase/reductase SDR family member 7C","SYVN1"
"PTF1A","Q7RTS3","ENSG00000168267",256297,"Pancreas transcription factor 1 subunit alpha","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"CKAP2","Q8WWK9","ENSG00000136108",26586,"Cytoskeleton-associated protein 2","SYVN1"
"PRR32","B1ATL7","ENSG00000183631",100130613,"Proline-rich protein 32","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"GINS2","Q9Y248","ENSG00000131153",51659,"DNA replication complex GINS protein PSF2","SYVN1"
"APOH","P02749","ENSG00000091583",350,"Beta-2-glycoprotein 1","SYVN1"
"DGAT2L6","Q6ZPD8","ENSG00000184210",347516,"Diacylglycerol O-acyltransferase 2-like protein 6","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"TMEM245","Q9H330","ENSG00000106771",23731,"Transmembrane protein 245","SYVN1"
"EPB41L3","Q9Y2J2","ENSG00000082397",23136,"Band 4.1-like protein 3","SYVN1"
NA,NA,NA,NA,NA,"SYVN1"
"CIDEB","Q9UHD4","ENSG00000285199",27141,"Cell death activator CIDE-B","SYVN1"
"AMELX","Q99217","ENSG00000125363",265,"Amelogenin, X isoform","SYVN1"
"DOK1","Q99704","ENSG00000115325",1796,"Docking protein 1","SYVN1"
"LOX","P28300","ENSG00000113083",4015,"Protein-lysine 6-oxidase","SYVN1+C18"
"DNAJB9","Q9UBS3","ENSG00000128590",4189,"DnaJ homolog subfamily B member 9","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"OR13H1","Q8NG92","ENSG00000171054",347468,"Olfactory receptor 13H1","SYVN1+C18"
"NEK5","Q6P3R8","ENSG00000197168",341676,"Serine/threonine-protein kinase Nek5","SYVN1+C18"
"CHST2","Q9Y4C5","ENSG00000175040",9435,"Carbohydrate sulfotransferase 2","SYVN1+C18"
"FAM90A1","Q86YD7","ENSG00000171847",55138,"Protein FAM90A1","SYVN1+C18"
"SERPINA6","P08185","ENSG00000277405",866,"Corticosteroid-binding globulin","SYVN1+C18"
"TMEM145","Q8NBT3","ENSG00000167619",284339,"Transmembrane protein 145","SYVN1+C18"
"CCL7","P80098","ENSG00000108688",6354,"C-C motif chemokine 7","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"BICC1","Q9H694","ENSG00000122870",80114,"Protein bicaudal C homolog 1","SYVN1+C18"
"KCNE1","P15382","ENSG00000180509",3753,"Potassium voltage-gated channel subfamily E member 1","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"DSCAML1","Q8TD84","ENSG00000177103",57453,"Down syndrome cell adhesion molecule-like protein 1","SYVN1+C18"
"HSPA6","P17066","ENSG00000173110",3310,"Heat shock 70 kDa protein 6","SYVN1+C18"
"DEFB129","Q9H1M3","ENSG00000125903",140881,"Beta-defensin 129","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"KCNJ2","P63252","ENSG00000123700",3759,"Inward rectifier potassium channel 2","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"DEFA3","P59666","ENSG00000239839",1668,"Neutrophil defensin 3","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"ZNF354A","O60765","ENSG00000169131",6940,"Zinc finger protein 354A","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"WNT3A","P56704","ENSG00000154342",89780,"Protein Wnt-3a","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"ISM2","Q6H9L7","ENSG00000100593",145501,"Isthmin-2","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"KLF2","Q9Y5W3","ENSG00000127528",10365,"Krueppel-like factor 2","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"CAMK2N2","Q96S95","ENSG00000163888",94032,"Calcium/calmodulin-dependent protein kinase II inhibitor 2","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"OR6B1","O95007","ENSG00000284939",135946,"Olfactory receptor 6B1","SYVN1+C18"
"ABCA13","Q86UQ4","ENSG00000179869",154664,"ATP-binding cassette sub-family A member 13","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"GPR85","P60893","ENSG00000164604",54329,"Probable G-protein coupled receptor 85","SYVN1+C18"
"ARRDC4","Q8NCT1","ENSG00000140450",91947,"Arrestin domain-containing protein 4","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"OSTM1","Q86WC4","ENSG00000081087",28962,"Osteopetrosis-associated transmembrane protein 1","SYVN1+C18"
"GXYLT1","Q4G148","ENSG00000151233",283464,"Glucoside xylosyltransferase 1","SYVN1+C18"
"DIPK2A","Q8NDZ4","ENSG00000181744",205428,"Divergent protein kinase domain 2A","SYVN1+C18"
"MFHAS1","Q9Y4C4","ENSG00000147324",9258,"Malignant fibrous histiocytoma-amplified sequence 1","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"OPN1LW","P04000","ENSG00000102076",5956,"Long-wave-sensitive opsin 1","SYVN1+C18"
"MFRP","Q9BY79","ENSG00000235718",83552,"Membrane frizzled-related protein","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"CFAP161","Q6P656","ENSG00000156206",161502,"Cilia- and flagella-associated protein 161","SYVN1+C18"
"CENPVL3","A0A0U1RRI6","ENSG00000224109",347549,"Centromere protein V-like protein 3","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"OR2AE1","Q8NHA4","ENSG00000244623",81392,"Olfactory receptor 2AE1","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"PDCD1","Q15116","ENSG00000276977",5133,"Programmed cell death protein 1","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"TNFRSF10D","Q9UBN6","ENSG00000173530",8793,"Tumor necrosis factor receptor superfamily member 10D","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"SLC3A2","P08195","ENSG00000168003",6520,"4F2 cell-surface antigen heavy chain","SYVN1+C18"
"ERVV-1","B6SEH8","ENSG00000269526",147664,"Endogenous retrovirus group V member 1 Env polyprotein","SYVN1+C18"
"MFSD4B","Q5TF39","ENSG00000173214",91749,"Sodium-dependent glucose transporter 1","SYVN1+C18"
"CLCN4","P51793","ENSG00000073464",1183,"H(+)/Cl(-) exchange transporter 4","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"CA1","P00915","ENSG00000133742",759,"Carbonic anhydrase 1","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"GCG","P01275","ENSG00000115263",2641,"Pro-glucagon","SYVN1+C18"
"GPR27","Q9NS67","ENSG00000170837",2850,"Probable G-protein coupled receptor 27","SYVN1+C18"
"VIL1","P09327","ENSG00000127831",7429,"Villin-1","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"ANKRD65","E5RJM6","ENSG00000235098",441869,"Ankyrin repeat domain-containing protein 65","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"SHANK1","Q9Y566","ENSG00000161681",50944,"SH3 and multiple ankyrin repeat domains protein 1","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"SYVN1","Q86TM6","ENSG00000162298",84447,"E3 ubiquitin-protein ligase synoviolin","SYVN1+C18"
"FKBP1A","P62942","ENSG00000088832",2280,"Peptidyl-prolyl cis-trans isomerase FKBP1A","SYVN1+C18"
"USB1","Q9BQ65","ENSG00000103005",79650,"U6 snRNA phosphodiesterase","SYVN1+C18"
"OIP5","O43482","ENSG00000104147",11339,"Protein Mis18-beta","SYVN1+C18"
"ATP6V1A","P38606","ENSG00000114573",523,"V-type proton ATPase catalytic subunit A","SYVN1+C18"
"CEMIP","Q8WUJ3","ENSG00000103888",57214,"Cell migration-inducing and hyaluronan-binding protein","SYVN1+C18"
"RARRES1","P49788","ENSG00000118849",5918,"Retinoic acid receptor responder protein 1","SYVN1+C18"
"TBX15","Q96SF7","ENSG00000092607",6913,"T-box transcription factor TBX15","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"TAF9B","Q9HBM6","ENSG00000187325",51616,"Transcription initiation factor TFIID subunit 9B","SYVN1+C18"
"CADM1","Q9BY67","ENSG00000182985",23705,"Cell adhesion molecule 1","SYVN1+C18"
"KRT5","P13647","ENSG00000186081",3852,"Keratin, type II cytoskeletal 5","SYVN1+C18"
"GNG12","Q9UBI6","ENSG00000172380",55970,"Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12","SYVN1+C18"
"CCT5","P48643","ENSG00000150753",22948,"T-complex protein 1 subunit epsilon","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"NUTM2E","B1AL46","ENSG00000228570",283008,"NUT family member 2E","SYVN1+C18"
"BCAT1","P54687","ENSG00000060982",586,"Branched-chain-amino-acid aminotransferase, cytosolic","SYVN1+C18"
"UBA2","Q9UBT2","ENSG00000126261",10054,"SUMO-activating enzyme subunit 2","SYVN1+C18"
"PCDHGA12","O60330","ENSG00000253159",26025,"Protocadherin gamma-A12","SYVN1+C18"
"LRRIQ1","Q96JM4","ENSG00000133640",84125,"Leucine-rich repeat and IQ domain-containing protein 1","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"AMOT","Q4VCS5","ENSG00000126016",154796,"Angiomotin","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"CXXC5","Q7LFL8","ENSG00000171604",51523,"CXXC-type zinc finger protein 5","SYVN1+C18"
"TXNDC15","Q96J42","ENSG00000113621",79770,"Thioredoxin domain-containing protein 15","SYVN1+C18"
"RRS1","Q15050","ENSG00000179041",23212,"Ribosome biogenesis regulatory protein homolog","SYVN1+C18"
"ATP2B4","P23634","ENSG00000058668",493,"Plasma membrane calcium-transporting ATPase 4","SYVN1+C18"
"DNAJA3","Q96EY1","ENSG00000276726",9093,"DnaJ homolog subfamily A member 3, mitochondrial","SYVN1+C18"
"ENTHD1","Q8IYW4","ENSG00000176177",150350,"ENTH domain-containing protein 1","SYVN1+C18"
"NIPSNAP2","O75323","ENSG00000146729",2631,"Protein NipSnap homolog 2","SYVN1+C18"
"EFCAB14","O75071","ENSG00000159658",9813,"EF-hand calcium-binding domain-containing protein 14","SYVN1+C18"
"REG4","Q9BYZ8","ENSG00000134193",83998,"Regenerating islet-derived protein 4","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"CPSF4","O95639","ENSG00000160917",10898,"Cleavage and polyadenylation specificity factor subunit 4","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"SHCBP1L","Q9BZQ2","ENSG00000157060",81626,"Testicular spindle-associated protein SHCBP1L","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"NPM3","O75607","ENSG00000107833",10360,"Nucleoplasmin-3","SYVN1+C18"
"COL15A1","P39059","ENSG00000204291",1306,"Collagen alpha-1(XV) chain","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"KRTAP5-2","Q701N4","ENSG00000278489",440021,"Keratin-associated protein 5-2","SYVN1+C18"
"FAM163A","Q96GL9","ENSG00000143340",148753,"Protein FAM163A","SYVN1+C18"
"KLK6","Q92876","ENSG00000167755",5653,"Kallikrein-6","SYVN1+C18"
"STEAP4","Q687X5","ENSG00000127954",79689,"Metalloreductase STEAP4","SYVN1+C18"
"SLC1A3","P43003","ENSG00000079215",6507,"Excitatory amino acid transporter 1","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"APCDD1","Q8J025","ENSG00000154856",147495,"Protein APCDD1","SYVN1+C18"
"ASB9","Q96DX5","ENSG00000102048",140462,"Ankyrin repeat and SOCS box protein 9","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"SORL1","Q92673","ENSG00000137642",6653,"Sortilin-related receptor","SYVN1+C18"
"TAAR5","O14804","ENSG00000135569",9038,"Trace amine-associated receptor 5","SYVN1+C18"
"NOXRED1","Q6NXP6","ENSG00000165555",122945,"NADP-dependent oxidoreductase domain-containing protein 1","SYVN1+C18"
"CDCA7","Q9BWT1","ENSG00000144354",83879,"Cell division cycle-associated protein 7","SYVN1+C18"
"MME","P08473","ENSG00000196549",4311,"Neprilysin","SYVN1+C18"
"SLC39A10","Q9ULF5","ENSG00000196950",57181,"Zinc transporter ZIP10","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"H2BW1","Q7Z2G1","ENSG00000123569",158983,"Histone H2B type W-T","SYVN1+C18"
"MXRA5","Q9NR99","ENSG00000101825",25878,"Matrix-remodeling-associated protein 5","SYVN1+C18"
"SLC5A7","Q9GZV3","ENSG00000115665",60482,"High affinity choline transporter 1","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"CD164","Q04900","ENSG00000135535",8763,"Sialomucin core protein 24","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"NFE2","Q16621","ENSG00000123405",4778,"Transcription factor NF-E2 45 kDa subunit","SYVN1+C18"
"SLC39A6","Q13433","ENSG00000141424",25800,"Zinc transporter ZIP6","SYVN1+C18"
"S100A9","P06702","ENSG00000163220",6280,"Protein S100-A9","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"DEPP1","Q9NTK1","ENSG00000165507",11067,"Protein DEPP1","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"FLT1","P17948","ENSG00000102755",2321,"Vascular endothelial growth factor receptor 1","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"ACOX2","Q99424","ENSG00000168306",8309,"Peroxisomal acyl-coenzyme A oxidase 2","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"NEGR1","Q7Z3B1","ENSG00000172260",257194,"Neuronal growth regulator 1","SYVN1+C18"
"MLIP","Q5VWP3","ENSG00000146147",90523,"Muscular LMNA-interacting protein","SYVN1+C18"
"JPT1","Q9UK76","ENSG00000189159",51155,"Jupiter microtubule associated homolog 1","SYVN1+C18"
"HOGA1","Q86XE5","ENSG00000241935",112817,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial","SYVN1+C18"
"MGAT1","P26572","ENSG00000131446",4245,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase","SYVN1+C18"
"KRT7","P08729","ENSG00000135480",3855,"Keratin, type II cytoskeletal 7","SYVN1+C18"
"SFRP1","Q8N474","ENSG00000104332",6422,"Secreted frizzled-related protein 1","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"POLR1F","Q3B726","ENSG00000105849",221830,"DNA-directed RNA polymerase I subunit RPA43","SYVN1+C18"
"TAF7L","Q5H9L4","ENSG00000102387",54457,"Transcription initiation factor TFIID subunit 7-like","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"PRR32","B1ATL7","ENSG00000183631",100130613,"Proline-rich protein 32","SYVN1+C18"
"LRCH2","Q5VUJ6","ENSG00000130224",57631,"Leucine-rich repeat and calponin homology domain-containing protein 2","SYVN1+C18"
"SIGLEC9","Q9Y336","ENSG00000129450",27180,"Sialic acid-binding Ig-like lectin 9","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"SPTSSA","Q969W0","ENSG00000165389",171546,"Serine palmitoyltransferase small subunit A","SYVN1+C18"
"SETSIP","P0DME0","ENSG00000230667",646817,"Protein SETSIP","SYVN1+C18"
"NPBWR1","P48145","ENSG00000288611",2831,"Neuropeptides B/W receptor type 1","SYVN1+C18"
"CDK2AP1","O14519","ENSG00000111328",8099,"Cyclin-dependent kinase 2-associated protein 1","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"CCKAR","P32238","ENSG00000163394",886,"Cholecystokinin receptor type A","SYVN1+C18"
"TMEM182","Q6ZP80","ENSG00000170417",130827,"Transmembrane protein 182","SYVN1+C18"
"TRUB1","Q8WWH5","ENSG00000165832",142940,"Probable tRNA pseudouridine synthase 1","SYVN1+C18"
"H3C10","P68431","ENSG00000278828",8357,"Histone H3.1","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"TP53INP1","Q96A56","ENSG00000164938",94241,"Tumor protein p53-inducible nuclear protein 1","SYVN1+C18"
"OR10G8","Q8NGN5","ENSG00000234560",219869,"Olfactory receptor 10G8","SYVN1+C18"
"NIPAL1","Q6NVV3","ENSG00000163293",152519,"Magnesium transporter NIPA3","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"MRAS","O14807","ENSG00000158186",22808,"Ras-related protein M-Ras","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"PSME3","P61289","ENSG00000131467",10197,"Proteasome activator complex subunit 3","SYVN1+C18"
"SNAI1","O95863","ENSG00000124216",6615,"Zinc finger protein SNAI1","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"HRH3","Q9Y5N1","ENSG00000101180",11255,"Histamine H3 receptor","SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"OR10G9","Q8NGN4","ENSG00000236981",219870,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
NA,NA,NA,NA,NA,"SYVN1+C18"
"IFNB1","P01574","ENSG00000171855",3456,NA,"NEDD8"
NA,NA,NA,NA,NA,"NEDD8"
"IFNL2","Q8IZJ0","ENSG00000183709",282616,NA,"NEDD8"
"IFNL1","Q8IU54","ENSG00000182393",282618,NA,"NEDD8"
"CXCL10","P02778","ENSG00000169245",3627,NA,"NEDD8"
NA,NA,NA,NA,NA,"NEDD8"
NA,NA,NA,NA,NA,"NEDD8"
"NEK5","Q6P3R8","ENSG00000197168",341676,NA,"NEDD8"
"IFNL3","Q8IZI9","ENSG00000197110",282617,NA,"NEDD8"
NA,NA,NA,NA,NA,"NEDD8"
"CH25H","O95992","ENSG00000138135",9023,NA,"NEDD8"
"OR7D2","Q96RA2","ENSG00000188000",162998,NA,"NEDD8"
"IL6","P05231","ENSG00000136244",3569,NA,"NEDD8"
NA,NA,NA,NA,NA,"NEDD8"
NA,NA,NA,NA,NA,"NEDD8"
NA,NA,NA,NA,NA,"NEDD8"
"OR13H1","Q8NG92","ENSG00000171054",347468,NA,"NEDD8"
NA,NA,NA,NA,NA,"NEDD8"
"SERPINA6","P08185","ENSG00000277405",866,NA,"NEDD8"
"ATXN7","O15265","ENSG00000163635",6314,NA,"NEDD8"
